Symbol,CompanyName,Sector,Industry
EJH,E-Home Household Service Holdings Ltd,Consumer Discretionary,Diversified Consumer Services
ELA,Envela Corp,Consumer Discretionary,Specialty Retail
ELCR,Electric Car Company Inc,Consumer Discretionary,Automobiles
ELEK,Elektros Inc,Consumer Discretionary,Automobiles
ELIO,ELIO MOTORS INC,Consumer Discretionary,Automobiles
ELLRY,ELRINGKLINGER AG,Consumer Discretionary,Automobile Components
ELMSQ,Electric Last Mile Solutions Inc,Consumer Discretionary,Automobiles
ELRA,Elray Resources Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
ELUXY,Electrolux AB (ADR),Consumer Discretionary,Household Durables
ELYS,Elys Game Technology Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
EM,Smart Share Global Ltd (ADR),Consumer Discretionary,Specialty Retail
ESCA,Escalade Inc,Consumer Discretionary,Leisure Products
ESINQ,"ITT Educational Services, Inc.",Consumer Discretionary,Diversified Consumer Services
ESPGY,ESPRIT HLDGS LTD,Consumer Discretionary,Specialty Retail
ESWW,Environmental Solutions Worldwide Inc,Consumer Discretionary,Automobile Components
ESYL,Easylink Solutions Corp,Consumer Discretionary,Household Durables
ETD,Ethan Allen Interiors Inc,Consumer Discretionary,Household Durables
ETSY,Etsy Inc,Consumer Discretionary,Broadline Retail
EVGO,Evgo Inc,Consumer Discretionary,Specialty Retail
EVKG,Ever-Glory International Group Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
EVRI,Everi Holdings Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
EVTV,Envirotech Vehicles Inc,Consumer Discretionary,Automobiles
EVVTY,EVOLUTION AB (PUBL),Consumer Discretionary,"Hotels, Restaurants & Leisure"
EWCZ,European Wax Center Inc,Consumer Discretionary,Diversified Consumer Services
EXCOF,EXCO TECHNOLOGIES LTD,Consumer Discretionary,Automobile Components
EXDW,Exceed World Inc,Consumer Discretionary,Diversified Consumer Services
EXEO,Exeo Entertainment Inc,Consumer Discretionary,Household Durables
EXPE,Expedia Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
EXPR,Express Inc,Consumer Discretionary,Specialty Retail
EYE,National Vision Holdings Inc,Consumer Discretionary,Specialty Retail
EZGO,EZGO Technologies Ltd,Consumer Discretionary,Automobiles
EZRG,EZRaider Co,Consumer Discretionary,Distributors
F,Ford Motor Co,Consumer Discretionary,Automobiles
FAT,FAT Brands Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
FATBB,FAT BRANDS INC,Consumer Discretionary,"Hotels, Restaurants & Leisure"
FCNE,Four Corners Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
FDOC,FUEL DOCTOR HOLDINGS INC,Consumer Discretionary,Automobile Components
FEDU,Four Seasons Education (Cayman) Inc(ADR),Consumer Discretionary,Diversified Consumer Services
FFLWF,FIRE & FLOWERS HOLDINGS CORP,Consumer Discretionary,Specialty Retail
FHSEY,First High School Education Group Co Ltd,Consumer Discretionary,Diversified Consumer Services
FIGS,Figs Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
FIVE,Five Below Inc,Consumer Discretionary,Specialty Retail
FL,Foot Locker Inc,Consumer Discretionary,Specialty Retail
FLL,Full House Resorts Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
FLWS,1-800-Flowers.Com Inc,Consumer Discretionary,Specialty Retail
FLXS,Flexsteel Industries Inc,Consumer Discretionary,Household Durables
FND,Floor & Decor Holdings Inc,Consumer Discretionary,Specialty Retail
FNKO,Funko Inc,Consumer Discretionary,Leisure Products
FORD,Forward Industries Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
